hotel_name,yelp_business_id,restaurant_name,rating,price,categories,restaurant_lat,restaurant_lon,distance_m,url
Courtyard New York Manhattan/Midtown East,HgCYzVBh7QWlb32XnYankg,Itavolo,3.3,,['italian'],40.7571941240449,-73.9691857248545,68.61490986668746,https://www.yelp.com/biz/itavolo-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,REWoI9PjWcY9MNbLmSijjg,Cafe Hatou,4.4,,"['coffee', 'cocktailbars', 'japanese']",40.7572,-73.969178,68.61500153590325,https://www.yelp.com/biz/cafe-hatou-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,iOP5--ysHdx8tllieeSsig,Sushi Jun,2.8,$,"['japanese', 'korean']",40.75722,-73.96919,68.95998225122243,https://www.yelp.com/biz/sushi-jun-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,1J9PgUILRZv_wQvOhvTppA,Yummy Sushi,2.0,,['sushi'],40.757217,-73.969177,69.19556249719489,https://www.yelp.com/biz/yummy-sushi-new-york-3?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,Ch07NVXhDUrxPAisAGSobw,3 Sixty Stir,0.0,,"['salad', 'newamerican', 'sandwiches']",40.75722,-73.96919,69.19556249719489,https://www.yelp.com/biz/3-sixty-stir-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,Vs8MQYXlpSPZrVmHQkCHAg,Paradise Catering,0.0,,"['catering', 'delis']",40.75722,-73.96919,69.19556249719489,https://www.yelp.com/biz/paradise-catering-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,YDzygPhlc5fSE552u6hEWw,Gourmet 53,4.1,$,['newamerican'],40.75722,-73.96919,69.19556249719489,https://www.yelp.com/biz/gourmet-53-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,SiHdaFDDD2Q7NRdpmb7DsQ,Avocaderia,0.0,,"['salad', 'juicebars', 'breakfast_brunch']",40.75808,-73.97001,69.62000646687476,https://www.yelp.com/biz/avocaderia-new-york-5?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,ZQMg4nEqnEKzGoPUszkL1w,Kotti Berliner Doner Kebab,2.8,,['kebab'],40.7580782,-73.97000425607794,69.64683949836125,https://www.yelp.com/biz/kotti-berliner-doner-kebab-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,B4Dr55Zn6ZggrCK5an6AHg,La Co Ce,0.0,,"['mexican', 'latin']",40.75808,-73.97001,69.62000646687476,https://www.yelp.com/biz/la-co-ce-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,hyNYHig0zs4cku1vgVE7Jw,Pesce lulu Seafood Kitchen,4.3,,"['seafood', 'mediterranean', 'tacos']",40.75808,-73.97001,69.62000646687476,https://www.yelp.com/biz/pesce-lulu-seafood-kitchen-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,MLBqYHtCwACXgmKxYTFq3g,KazuNori | Midtown East,4.6,,"['sushi', 'japanese']",40.7580782,-73.96999889026759,69.60448255296109,https://www.yelp.com/biz/kazunori-midtown-east-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,sl0QebEUsgKid-Fo7AlXnA,O Bar,0.0,,"['sushi', 'korean', 'cocktailbars']",40.75808,-73.97001,69.62000646687476,https://www.yelp.com/biz/o-bar-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,dv1U3dyNmCEa6dDC317-1g,King Tut Pita Pack,3.8,,['halal'],40.7578583,-73.9707413,71.06326396597525,https://www.yelp.com/biz/king-tut-pita-pack-manhattan?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,CtVc-dAD0kK62DHJUMgOlw,Dig Inn,3.8,$$,"['newamerican', 'salad', 'hotdogs']",40.75722888757653,-73.97072053336949,71.63114488318082,https://www.yelp.com/biz/dig-inn-new-york-75?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,esQsaUN5Zc4gwmOmFsfitQ,F & B Gudtfood Restaurant,0.0,,['restaurants'],40.75732,-73.97069,76.8523921295456,https://www.yelp.com/biz/f-and-b-gudtfood-restaurant-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,ZIOyJKev3G1eZH_ufaf_tw,Fourth Wall Resturants,0.0,,['newamerican'],40.757954,-73.969508,79.76459565516474,https://www.yelp.com/biz/fourth-wall-resturants-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,-mEDJYgrnRSitBRv9u6LMw,The Hugh,4.3,$$,['food_court'],40.758176,-73.9702094,83.71662144939266,https://www.yelp.com/biz/the-hugh-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,YGsKGkjpc3LdH-UBTFNCMQ,BK JANI,4.3,,"['halal', 'pakistani', 'burgers']",40.75818411519471,-73.97021278122322,84.6627633265751,https://www.yelp.com/biz/bk-jani-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,tFu5EO6WMWRCXeaS34Gr1A,Pret A Manger,3.2,$,"['sandwiches', 'coffee', 'breakfast_brunch']",40.75811065949706,-73.969392,85.59858851973861,https://www.yelp.com/biz/pret-a-manger-new-york-30?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
